BMI,Height,Category
19.681524356387285,159.42391902735733,teenager
21.289544179779973,168.0282631831362,teenager
20.54390935651269,162.89308820038107,teenager
22.245622418158966,154.83904196315902,teenager
28.943975700020527,162.8911648440673,teenager
16.398204422224758,172.30429253172775,teenager
24.058780571123542,159.71339168712038,teenager
17.161852386431043,172.51714924651205,teenager
20.5842044026317,139.04203916728204,teenager
25.2668517909021,166.5752200350018,teenager
22.19284005728639,160.69637654590537,teenager
18.76676566621208,157.60794119627306,teenager
19.854088872220096,160.734086212284,teenager
24.038793246804026,144.09944868319286,teenager
19.80890010484859,158.2426248972999,teenager
22.649375768745923,162.85690057209396,teenager
22.13671551971144,171.82315235793212,teenager
20.04519895718255,155.8538382538108,teenager
28.431832267975977,153.5320511768545,teenager
23.901757066954033,155.9859436513237,teenager
15.924572240027178,167.32321694161658,teenager
22.559362944308283,162.63000887727748,teenager
20.014640605694836,155.76191836986368,teenager
24.557300004388672,164.10613946490685,teenager
19.622437784701898,160.77662039478432,teenager
21.655790675599302,167.74915992426313,teenager
23.51496183694137,154.38357524898117,teenager
24.597265582510364,157.37870282721786,teenager
18.39911077883267,156.86313477494275,teenager
20.996496292477154,148.29188041494305,teenager
20.575164066517132,162.36896221651662,teenager
20.040012302278864,162.0884421774391,teenager
27.29636272084329,160.0409076531397,teenager
23.214945132882868,158.12330293299883,teenager
18.217348136994865,148.6770340635967,teenager
24.753585841164327,156.63483741787712,teenager
28.3664685910379,157.25828386778585,teenager
25.09739578165344,153.58178184622705,teenager
17.44189010213796,158.7097143066719,teenager
17.0315318542675,132.82835599770178,child
20.533822298373245,143.20330130847373,child
16.58466106876244,131.22204468982287,child
18.887638856292458,131.80285273505936,child
19.549268106858673,129.47887858963682,child
16.146139056843833,116.56860149290671,child
17.8809492878764,129.8144028718555,child
11.517465319861856,130.4216114695872,child
15.95122471733142,147.242694787397,child
17.49486369721368,128.65347324653214,child
15.504433636070301,132.1108313963353,child
21.26482260786327,129.7570176120633,child
15.139717244078735,121.81925373666327,child
17.119911026606033,137.99975970160514,child
18.261481154572184,135.2635312288074,child
20.88254657813223,135.53722362930134,child
15.128275697641122,123.63428781643682,child
20.32632750430992,139.8195601765527,child
18.020466122039174,120.18704256045403,child
16.036982697904097,134.1079996566019,child
18.924206948526543,145.33318938066986,child
18.398119391146942,123.06624572408518,child
16.79956624568241,126.0359158927806,child
18.13960416998004,130.69755955561348,child
17.22937280627648,126.4756704211866,child
18.227034690502496,119.14535598253707,child
19.324261349042093,130.47994082364218,child
21.172033632290706,122.56387400391726,child
15.524369002346301,133.31514701444627,child
22.266066749312532,123.56403036036338,child
14.095824400954996,140.84954083512278,child
17.696429809928834,124.51722695364634,child
19.176634412969154,127.74556938656028,child
18.561983735470065,135.6946205215877,child
16.75460096035881,121.38394978496231,child
17.58375549928545,131.59221954222892,child
17.013998130682335,139.149999279977,child
16.821270486111576,118.74761735807141,child
19.69920419404205,131.29243700972614,child
18.714030971930093,131.81917955973896,child
16.614180809478693,135.47276010244119,child
19.799199750866503,121.34134502385342,child
18.61459904175322,120.75680370841006,child
19.62572423767792,133.65359095931828,child
19.259257683847224,132.0788927126323,child
